name,type,start_time,duration,"ack","address","read","data"
"I2C","stop",0.01907228,0.00000002,,,,
"I2C","start",0.01907592,0.00000002,,,,
"I2C","address",0.01907874,0.00003014,true,0x3F,false,
"I2C","data",0.01911862,0.0000301,true,,,0xC0
"I2C","data",0.01915844,0.0000301,true,,,0x00
"I2C","stop",0.01920048,0.00000002,,,,
"I2C","start",0.01920412,0.00000002,,,,
"I2C","address",0.01920694,0.00003014,true,0x3F,false,
"I2C","data",0.01924682,0.0000301,true,,,0xC0
"I2C","data",0.01928664,0.00003008,true,,,0x00
"I2C","stop",0.01932866,0.00000002,,,,
"I2C","start",0.0193323,0.00000002,,,,
"I2C","address",0.01933512,0.00003014,true,0x3F,false,
"I2C","data",0.019375,0.0000301,true,,,0xC0
"I2C","data",0.01941482,0.00003008,true,,,0x00
"I2C","stop",0.01945684,0.00000002,,,,
"I2C","start",0.01946048,0.00000002,,,,
"I2C","address",0.0194633,0.00003014,true,0x3F,false,
"I2C","data",0.01950318,0.0000301,true,,,0xC0
"I2C","data",0.019543,0.00003008,true,,,0x00
"I2C","stop",0.01958502,0.00000002,,,,
"I2C","start",0.01958868,0.00000002,,,,
"I2C","address",0.0195915,0.00003012,true,0x3F,false,
"I2C","data",0.01963138,0.00003008,true,,,0xC0
"I2C","data",0.0196712,0.00003006,true,,,0x00
"I2C","stop",0.0197132,0.00000002,,,,
"I2C","start",0.01971686,0.00000002,,,,
"I2C","address",0.01971966,0.00003014,true,0x3F,false,
"I2C","data",0.01975954,0.00003008,true,,,0xC0
"I2C","data",0.01979936,0.00003008,true,,,0x00
"I2C","stop",0.01984138,0.00000002,,,,
"I2C","start",0.03786358,0.00000002,,,,
"I2C","address",0.03786644,0.00003014,true,0x3F,false,
"I2C","data",0.03790632,0.0000301,true,,,0x80
"I2C","data",0.03794616,0.0000301,true,,,0xB0
"I2C","stop",0.0379882,0.00000002,,,,
"I2C","start",0.03799142,0.00000002,,,,
"I2C","address",0.03799428,0.00003014,true,0x3F,false,
"I2C","data",0.03803416,0.00003008,true,,,0x80
"I2C","data",0.03807396,0.0000301,true,,,0x10
"I2C","stop",0.038116,0.00000002,,,,
"I2C","start",0.03811926,0.00000002,,,,
"I2C","address",0.03812212,0.00003012,true,0x3F,false,
"I2C","data",0.038162,0.00003008,true,,,0x80
"I2C","data",0.0382018,0.00003008,true,,,0x00
"I2C","stop",0.03824382,0.00000002,,,,
"I2C","start",0.03824734,0.00000002,,,,
"I2C","address",0.03825022,0.00003012,true,0x3F,false,
"I2C","data",0.03829008,0.0000301,true,,,0xC0
"I2C","data",0.03832992,0.00003008,true,,,0x00
"I2C","stop",0.03837194,0.00000002,,,,
"I2C","start",0.03837558,0.00000002,,,,
"I2C","address",0.0383784,0.00003012,true,0x3F,false,
"I2C","data",0.03841826,0.0000301,true,,,0xC0
"I2C","data",0.03845808,0.00003008,true,,,0x00
"I2C","stop",0.0385001,0.00000002,,,,
"I2C","start",0.03850376,0.00000002,,,,
"I2C","address",0.03850658,0.00003012,true,0x3F,false,
"I2C","data",0.03854644,0.00003008,true,,,0xC0
"I2C","data",0.03858626,0.00003008,true,,,0x00
"I2C","stop",0.03862828,0.00000002,,,,
"I2C","start",0.03863192,0.00000002,,,,
"I2C","address",0.03863474,0.00003014,true,0x3F,false,
"I2C","data",0.03867462,0.00003008,true,,,0xC0
"I2C","data",0.03871444,0.00003006,true,,,0x00
"I2C","stop",0.03875646,0.00000002,,,,
